166,10,125.44394429354935,0
angle,velocity,netDistanceFromBucket,outcome
228,13,130.62547645234292,0
278,36,122.74085493241607,0
115,44,101.23874059978748,0
52,16,61.412100775153746,0
341,6,112.01432309759417,0
321,13,59.486714416539805,0
198,25,93.86221116438787,0
73,30,71.02899786640009,0
8,7,103.70242708291774,0
176,15,68.52368799924193,0
186,36,86.95659382919727,0
100,5,135.19128322604783,0
151,21,70.69748309202554,0
328,45,18.884951841961524,1
207,27,77.32177662377445,0
197,6,173.67623256661227,0
242,35,26.2845523186106,1
325,40,55.32443144104109,1
221,5,149.70234044416796,0
232,32,90.9517760917483,0
188,0,141.69882037378986,0
233,7,158.16101520308771,0
149,15,81.65239571569391,0
95,23,138.47370067092095,0
32,42,26.34049887961644,1
0,35,85.55058492944681,0
120,5,150.80077945905765,0
70,27,64.02094262768952,0
259,49,132.7157050430333,0
184,46,93.6291072962839,0
290,8,132.05144977631386,0
202,17,61.56506890737036,0
111,45,36.200878808620615,1
166,30,102.24104304965758,0
186,33,87.84654825057103,0
15,43,92.96361595640674,0
191,27,74.43744896612927,0
273,7,136.40276516929336,0
169,7,157.33154146338904,0
151,9,144.3202313576833,0
136,42,67.31385437103978,0
189,1,147.1688958327321,0
165,37,85.00623740036274,0
300,39,125.0990299355794,0
268,31,144.54543668979267,0
111,42,88.0378919349312,0
257,0,142.1875525203805,0
238,5,149.26473960144276,0
232,8,160.9536936135242,0
70,1,142.97171746948698,0
254,14,153.4528537285888,0
195,27,73.72187700101723,0
187,3,153.09119238856132,0
325,28,73.17638684957834,0
29,18,63.301631153715654,0
210,39,154.41247217636084,0
331,4,130.39330592806644,0
94,49,193.59448269854394,0
296,12,113.07632932863753,0
62,33,13.096151354503666,1
314,29,85.90134439744985,0
235,0,138.2861496341993,0
143,10,135.72525621155387,0
262,23,139.94115578427775,0
98,45,188.5294394664405,0
65,18,104.12969005915176,0
354,11,57.3111346665303,0
32,25,96.82429523404335,0
255,23,165.10130255462997,0
123,15,140.2348324189466,0
124,13,152.275430033606,0
147,4,152.22980537064154,0
339,11,65.05090758016425,0
279,29,120.90410600586281,0
25,7,111.68965269739164,0
348,1,140.41201462304707,0
95,16,139.83520893611623,0
319,6,121.82962008299648,0
320,17,53.32133243565301,0
187,30,101.08864396381928,0
112,2,141.2348122399851,0
337,18,71.13871107411096,0
340,30,116.30635307364605,0
21,8,95.46432785444634,0
276,32,130.07429463602418,0
118,43,29.03966971975048,1
127,3,146.63518238347098,0
80,30,112.14988731416739,0
262,1,142.82673359231046,0
161,20,86.7163309428739,0
276,43,149.9775038272664,0
321,46,158.4060086320453,0
119,5,144.9527794346333,0
179,47,90.68640640046763,0
58,18,62.61028166283167,0
27,18,60.092273589262334,0
354,47,85.42313452309295,0
309,11,97.65146128795185,0
139,24,84.10145959188657,0
17,45,89.37247532407494,0
311,48,93.91550654536522,0
214,11,126.23422675688045,0
297,33,14.615196338039524,1
168,19,90.10539349105032,0
334,23,108.2767826347641,0
80,43,112.79216490594548,0
264,22,143.1676777792693,0
315,22,44.65901928062849,0
184,38,96.41697193607187,0
220,49,95.93094476369197,0
108,5,154.7786063154959,0
230,46,110.0842302054458,0
187,30,104.42485388547433,0
299,4,141.24177831522684,0
311,3,144.29993072295383,0
1,42,91.14363449389442,0
41,3,138.36623928832353,0
287,16,115.33539835215494,0
47,40,38.107449524035594,1
8,1,138.7150477757447,0
337,1,143.80957023088882,0
319,7,120.46052299393398,0
202,34,84.31826948419297,0
302,0,141.14840944443165,0
51,44,80.72472154511965,0
111,5,143.19243935132278,0
50,30,8.987500692938196,1
191,4,154.12764937479503,0
257,14,144.77199955815811,0
252,41,90.95128167160408,0
311,10,105.4407735643431,0
115,14,167.34436877770835,0
50,39,57.16815470677545,0
32,3,138.29315795518036,0
161,44,80.11083620065318,0
300,28,33.61752678475994,0
220,27,114.72861433808984,0
42,23,70.61928152387406,0
19,35,71.5724150130588,0
22,41,81.41930038237092,0
355,7,102.22157949124639,0
314,33,60.469404614841686,0
194,21,108.57049420743591,0
109,45,95.35532834049464,0
129,30,118.91872301436848,0
188,19,79.6669937088682,0
216,20,52.86247936617694,0
207,10,129.40114723267297,0
272,34,132.76353784244583,0
299,40,121.00321051702574,0
265,15,134.55094070390138,0
145,14,88.73504758023107,0
38,22,80.54658699562957,0
105,15,142.39400314355083,0
102,26,153.31589068634074,0
217,24,80.17817638265487,0
17,42,78.07047176128184,0
328,18,52.010569028669195,0
266,6,142.32234256460433,0
235,7,148.9258268473236,0
195,31,110.5841664305829,0
201,32,92.16431371698783,0
205,8,147.58564955269628,0
110,6,136.87953083410062,0
225,38,62.21778687111081,0
208,24,119.69983414213395,0
352,8,90.7086183515881,0
355,23,74.21981758706846,0
144,15,78.74148510187868,0
150,1,141.0383563195773,0
322,3,139.84606210065368,0
154,40,80.21517454246387,0
73,37,62.76402777710184,0
67,28,39.39707778056317,0
114,0,136.33859640556364,0
49,18,51.26630153238097,0
